RowID,OrderID,OrderDate,OrderMonthYear,Quantity,Quote,DiscountPct,Rate,SaleAmount,CustomerName,CompanyName,Sector,Industry,City,ZipCode,State,Region,ProjectCompleteDate,DaystoComplete,ProductKey,ProductCategory,ProductSubCategory,Consultant,Manager,HourlyWage,RowCount,WageMargin
7102,50663,2010-11-09,2010-11-01,26,4420,0.02,170,4331.60,Jim Paige,"Kraft Foods Group, Inc.",Consumer Non-Durables,Packaged Foods,Fairfield,45014,Ohio,East,2010-11-10,1,Development - .Net,Development,Java,Daniel Tusk,Allen Young,45,1,0.74
7103,50688,2011-12-16,2011-12-01,50,7000,0.08,140,6440.00,Joy O'Briant,Liberty Interactive Corporation,Consumer Services,Catalog/Specialty Distribution,Freeport,61032,Illinois,Central,2011-12-17,1,Development - Front End Web,Development,SQL,Alexander Edison,Josh Martinez,70,1,0.50
7104,50692,2010-09-17,2010-09-01,28,4480,0,160,4480.00,Shirley Yotov,Linear Technology Corporation,Technology,Semiconductors,Scarsdale,10583,New York,East,2010-09-19,2,Development - Java,Development,.Net,Sophia Dixon,Allen Young,71,1,0.56
7105,50692,2010-09-17,2010-09-01,47,5875,0.06,125,5522.50,Shirley Yotov,Linear Technology Corporation,Technology,Semiconductors,Scarsdale,10583,New York,East,2010-09-19,2,Training - Javascript,Training,Java,Daniel Tusk,Allen Young,45,1,0.64
7106,50721,2012-02-27,2012-02-01,33,5280,0.04,160,5068.80,Jennifer Grady,"Fiserv, Inc.",Technology,EDP Services,Broken Arrow,74012,Oklahoma,Central,2012-02-29,2,Development - Java,Development,Business Model,Noah Smith,Josh Martinez,59,1,0.63
7107,50725,2010-11-23,2010-11-01,1,125,0.1,125,112.50,Muhammed Kamberova,Celgene Corporation,Health Care,Major Pharmaceuticals,Albany,12208,New York,East,2010-11-24,1,Training - Development,Training,Market Research,Isabella Douglas,Allen Young,75,1,0.40
7108,50725,2010-11-23,2010-11-01,19,2850,0.05,150,2707.50,Muhammed Kamberova,Celgene Corporation,Health Care,Major Pharmaceuticals,Richmond,23223,Virginia,South,2010-11-25,2,Consulting - Market Research,Consulting,Development,Abigail Young,Frank Mitchell,50,1,0.67
7109,50726,2011-10-31,2011-10-01,45,5625,0,125,5625.00,Ruben Staebel,Celgene Corporation,Health Care,Major Pharmaceuticals,Everett,98208,Washington,West,2011-11-04,4,Training - Development,Training,Business Model,Emma Watson,Bob Turner,67,1,0.46
7110,50726,2011-10-31,2011-10-01,21,4200,0.07,200,3906.00,Ruben Staebel,Celgene Corporation,Health Care,Major Pharmaceuticals,Everett,98208,Washington,West,2011-10-31,0,Development - Scala,Development,Business Model,Olivia Sullivan,Bob Turner,53,1,0.74
7111,50754,2009-12-09,2009-12-01,9,1350,0.06,150,1269.00,Becky Wallace,NXP Semiconductors N.V.,Technology,Semiconductors,Batavia,60510,Illinois,Central,2009-12-10,1,Consulting - Market Research,Consulting,Python,Isabella Douglas,Josh Martinez,75,1,0.50
7112,50756,2010-09-09,2010-09-01,19,2850,0.08,150,2622.00,Ionia Barroso,CA Inc.,Technology,Computer Software: Prepackaged Software,Eden,27288,North Carolina,South,2010-09-10,1,Consulting - Business Model,Consulting,Java,Alexander Edison,Frank Mitchell,70,1,0.53
7113,50756,2010-09-09,2010-09-01,2,400,0.02,200,392.00,Ionia Barroso,CA Inc.,Technology,Computer Software: Prepackaged Software,Eden,27288,North Carolina,South,2010-09-09,0,Development - Scala,Development,Javascript,Ava Wilson,Frank Mitchell,67,1,0.67
7114,50758,2012-07-12,2012-07-01,17,1870,0.02,110,1832.60,Ritsa Brown,"Whole Foods Market, Inc.",Consumer Services,Food Chains,Stillwater,74074,Oklahoma,Central,2012-07-14,2,Development - Python,Development,Java,Jayden Hamilton,Josh Martinez,71,1,0.35
7115,50759,2010-03-19,2010-03-01,46,6900,0.1,150,6210.00,Deborah Braxton,"Automatic Data Processing, Inc.",Technology,EDP Services,Rochester,3839,New Hampshire,East,2010-03-24,5,Consulting - Market Research,Consulting,Java,Mason Gibson,Allen Young,71,1,0.53
7116,50784,2012-02-10,2012-02-01,20,3000,0.04,150,2880.00,Chuck Heidel,KLA-Tencor Corporation,Capital Goods,Electronic Components,Frankfort,46041,Indiana,Central,2012-02-11,1,Consulting - Business Model,Consulting,Strategy,Alexander Edison,Josh Martinez,70,1,0.53
7117,50786,2009-10-12,2009-10-01,4,600,0.06,150,564.00,Cindy Savely,Linear Technology Corporation,Technology,Semiconductors,Prescott Valley,86314,Arizona,West,2009-10-19,7,Consulting - Strategy,Consulting,Front End Web,Michael Alister,Bob Turner,68,1,0.55
7118,50789,2011-03-12,2011-03-01,23,3680,0.1,160,3312.00,Tracy Hale,Check Point Software Technologies Ltd.,Technology,Computer Software: Prepackaged Software,Kissimmee,34741,Florida,South,2011-03-14,2,Development - Java,Development,Front End Web,William Bufont,Frank Mitchell,62,1,0.61
7119,50790,2011-07-16,2011-07-01,47,5875,0,125,5875.00,Christopher Zandusky,"Henry Schein, Inc.",Health Care,Medical Specialities,Tacoma,98408,Washington,West,2011-07-18,2,Training - SQL,Training,Development,William Bufont,Bob Turner,62,1,0.50
7120,50816,2009-03-27,2009-03-01,25,4250,0.07,170,3952.50,Anthony Phan,"Illumina, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,Newton,50208,Iowa,Central,2009-03-29,2,Development - .Net,Development,Market Research,Sophia Dixon,Josh Martinez,71,1,0.58
7121,50816,2009-03-27,2009-03-01,26,4160,0.03,160,4035.20,Anthony Phan,"Illumina, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,Newton,50208,Iowa,Central,2009-03-29,2,Development - Java,Development,Business Model,Mason Gibson,Josh Martinez,71,1,0.56
7122,50816,2009-03-27,2009-03-01,6,900,0.01,150,891.00,Anthony Phan,"Illumina, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,Newton,50208,Iowa,Central,2009-03-29,2,Consulting - Business Model,Consulting,Market Research,Isabella Douglas,Josh Martinez,75,1,0.50
7123,50818,2012-10-06,2012-10-01,34,5100,0.1,150,4590.00,Neoma Roach,"Dollar Tree, Inc.",Consumer Services,Department/Specialty Retail Stores,Statesboro,30458,Georgia,South,2012-10-08,2,Consulting - Market Research,Consulting,Database,Ethan Bird,Frank Mitchell,60,1,0.60
7124,50822,2012-02-07,2012-02-01,6,750,0.1,125,675.00,Carol Weiss,Comcast Corporation,Consumer Services,Television Services,Pueblo,81001,Colorado,West,2012-02-08,1,Training - Development,Training,Market Research,Ava Wilson,Bob Turner,67,1,0.46
7125,50822,2012-02-07,2012-02-01,37,5550,0.01,150,5494.50,Carol Weiss,Comcast Corporation,Consumer Services,Television Services,Pueblo,81001,Colorado,West,2012-02-08,1,Consulting - Business Model,Consulting,Development,Ava Wilson,Bob Turner,67,1,0.55
7126,50823,2009-07-21,2009-07-01,12,1800,0.04,150,1728.00,Nancy Halladay,Cerner Corporation,Technology,EDP Services,Hurst,76053,Texas,Central,2009-07-26,5,Consulting - Business Model,Consulting,Big Data,Emily Taylor,Josh Martinez,62,1,0.59
7127,50849,2012-10-04,2012-10-01,47,5170,0.04,110,4963.20,Larry Elliston,Comcast Corporation,Consumer Services,Television Services,Kearns,84118,Utah,West,2012-10-09,5,Development - Python,Development,Python,Alexander Edison,Bob Turner,70,1,0.36
7128,50850,2009-05-06,2009-05-01,37,5920,0,160,5920.00,Greg Maxwell,VimpelCom Ltd.,Public Utilities,Telecommunications Equipment,Indianapolis,46203,Indiana,Central,2009-05-08,2,Development - Java,Development,Big Data,William Bufont,Josh Martinez,62,1,0.61
7129,50850,2009-05-06,2009-05-01,2,250,0.02,125,245.00,Greg Maxwell,VimpelCom Ltd.,Public Utilities,Telecommunications Equipment,Indianapolis,46203,Indiana,Central,2009-05-07,1,Training - Javascript,Training,Market Research,Emma Watson,Josh Martinez,67,1,0.46
7130,50852,2011-06-12,2011-06-01,24,3840,0.03,160,3724.80,Nick Saunders,eBay Inc.,Miscellaneous,Business Services,Tucker,30084,Georgia,South,2011-06-13,1,Development - Java,Development,Scala,Abigail Young,Frank Mitchell,50,1,0.69
7131,50854,2011-12-17,2011-12-01,27,4320,0.07,160,4017.60,Dan Ashbrook,SBA Communications Corporation,Consumer Services,Telecommunications Equipment,Texas City,77590,Texas,Central,2011-12-17,0,Development - Java,Development,Big Data,Jayden Hamilton,Josh Martinez,71,1,0.56
7132,50854,2011-12-17,2011-12-01,12,1800,0.09,150,1638.00,Dan Ashbrook,SBA Communications Corporation,Consumer Services,Telecommunications Equipment,Texas City,77590,Texas,Central,2011-12-19,2,Consulting - Strategy,Consulting,Big Data,Mia Moore,Josh Martinez,51,1,0.66
7133,50854,2011-12-17,2011-12-01,42,5880,0.06,140,5527.20,Dan Ashbrook,SBA Communications Corporation,Consumer Services,Telecommunications Equipment,Texas City,77590,Texas,Central,2011-12-17,0,Development - Front End Web,Development,Front End Web,Jayden Hamilton,Josh Martinez,71,1,0.49
7134,50882,2010-08-31,2010-08-01,37,5180,0.08,140,4765.60,Trudy Armstrong,"Cisco Systems, Inc.",Technology,Computer Communications Equipment,Coos Bay,97420,Oregon,West,2010-08-31,0,Development - Front End Web,Development,SQL,Abigail Young,Bob Turner,50,1,0.64
7135,50883,2012-06-01,2012-06-01,35,4375,0.01,125,4331.25,Pauline Wardle,"Mattel, Inc.",Consumer Non-Durables,Recreational Products/Toys,Oklahoma City,73120,Oklahoma,Central,2012-06-01,0,Training - Development,Training,Market Research,Emily Taylor,Josh Martinez,62,1,0.50
7136,50914,2012-07-03,2012-07-01,49,7350,0.03,150,7129.50,Carlos Kampe,Check Point Software Technologies Ltd.,Technology,Computer Software: Prepackaged Software,Peoria,61604,Illinois,Central,2012-07-03,0,Consulting - Market Research,Consulting,Market Research,Ethan Bird,Josh Martinez,60,1,0.60
7137,50917,2009-07-21,2009-07-01,33,4950,0.02,150,4851.00,Sally Price,Comcast Corporation,Consumer Services,Television Services,North Royalton,44133,Ohio,East,2009-07-25,4,Consulting - Business Model,Consulting,PHP,Michael Alister,Allen Young,68,1,0.55
7138,50945,2011-01-07,2011-01-01,27,4050,0.01,150,4009.50,Vicky Dominguez,DISH Network Corporation,Consumer Services,Television Services,Roseville,48066,Michigan,Central,2011-01-09,2,Consulting - Market Research,Consulting,Development,Mia Moore,Josh Martinez,51,1,0.66
7139,50949,2011-02-04,2011-02-01,32,4480,0.09,140,4076.80,Guy Takahito,"Xilinx, Inc.",Technology,Semiconductors,Springfield,65807,MO,Central,2011-02-05,1,Development - Database,Development,Business Logic,Abigail Young,Josh Martinez,50,1,0.64
7140,50949,2011-02-04,2011-02-01,46,6900,0.08,150,6348.00,Guy Takahito,"Xilinx, Inc.",Technology,Semiconductors,University City,63130,MO,Central,2011-02-06,2,Consulting - Market Research,Consulting,SQL,William Bufont,Josh Martinez,62,1,0.59
7141,50950,2012-12-30,2012-12-01,6,750,0.06,125,705.00,Tony Holden,CA Inc.,Technology,Computer Software: Prepackaged Software,Fairfield,94533,California,West,2012-12-30,0,Training - Development,Training,SQL,Sophia Dixon,Bob Turner,71,1,0.43
7142,50950,2012-12-30,2012-12-01,35,7000,0.1,200,6300.00,Tony Holden,CA Inc.,Technology,Computer Software: Prepackaged Software,Fairfield,94533,California,West,2012-12-30,0,Development - Big Data,Development,Big Data,Noah Smith,Bob Turner,59,1,0.71
7143,50977,2012-06-11,2012-06-01,1,110,0.05,110,104.50,Thomas Ferrer,"American Airlines Group, Inc.",Transportation,Air Freight/Delivery Services,Eureka,95501,California,West,2012-06-11,0,Development - Python,Development,SQL,Elizabeth Carter,Bob Turner,52,1,0.53
7144,50978,2012-03-31,2012-03-01,4,800,0.05,200,760.00,Cindy Savely,Linear Technology Corporation,Technology,Semiconductors,Prescott Valley,86314,Arizona,West,2012-04-02,2,Development - Big Data,Development,SQL,Noah Smith,Bob Turner,59,1,0.71
7145,50981,2009-08-04,2009-08-01,42,6300,0.01,150,6237.00,Sean Andreada,Google Inc.,Technology,"Computer Software: Programming, Data Processing",Springfield,45503,Ohio,East,2009-08-04,0,Consulting - Market Research,Consulting,Market Research,Mia Moore,Allen Young,51,1,0.66
7146,50982,2012-04-16,2012-04-01,23,4600,0.05,200,4370.00,Clay Kennedy,Liberty Interactive Corporation,Consumer Services,Catalog/Specialty Distribution,Brooklyn,11226,New York,East,2012-04-17,1,Development - Scala,Development,Java,Abigail Young,Allen Young,50,1,0.75
7147,50983,2011-06-28,2011-06-01,39,7800,0.06,200,7332.00,Bruce Dunbar,"Alexion Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,Mesa,85204,Arizona,West,2011-06-29,1,Development - Big Data,Development,Python,Liam Franklin,Bob Turner,52,1,0.74
7148,50983,2011-06-28,2011-06-01,15,3000,0.05,200,2850.00,Bruce Dunbar,"Alexion Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,Mesa,85204,Arizona,West,2011-06-30,2,Development - Big Data,Development,Market Research,Ethan Bird,Bob Turner,60,1,0.70
7149,51008,2011-08-20,2011-08-01,20,2800,0.02,140,2744.00,Michael Adams,Texas Instruments Incorporated,Technology,Semiconductors,North Tonawanda,14120,New York,East,2011-08-22,2,Development - Front End Web,Development,.Net,Madison Hill,Allen Young,58,1,0.59
7150,51009,2011-11-05,2011-11-01,10,1250,0.09,125,1137.50,Scot Fine,"Facebook, Inc.",Technology,"Computer Software: Programming, Data Processing",Van Buren,72956,Arkansas,South,2011-11-07,2,Training - SQL,Training,Business Model,Jayden Hamilton,Frank Mitchell,71,1,0.43
7151,51011,2010-06-06,2010-06-01,41,6150,0.09,150,5596.50,Thomas Ferrer,"American Airlines Group, Inc.",Transportation,Air Freight/Delivery Services,Eureka,95501,California,West,2010-06-08,2,Consulting - Market Research,Consulting,SQL,Elizabeth Carter,Bob Turner,52,1,0.65
7152,51041,2010-07-29,2010-07-01,47,7050,0.03,150,6838.50,Neil Toch,"Citrix Systems, Inc.",Technology,Computer Software: Prepackaged Software,Fridley,55432,Minnesota,Central,2010-07-30,1,Consulting - Market Research,Consulting,SQL,Elizabeth Carter,Josh Martinez,52,1,0.65
7153,51044,2012-01-18,2012-01-01,17,1870,0.1,110,1683.00,Linda Brennan,Electronic Arts Inc.,Technology,Computer Software: Prepackaged Software,Palm Bay,32905,Florida,South,2012-01-18,0,Development - PHP,Development,Java,Daniel Tusk,Frank Mitchell,45,1,0.59
7154,51044,2012-01-18,2012-01-01,26,3250,0.07,125,3022.50,Linda Brennan,Electronic Arts Inc.,Technology,Computer Software: Prepackaged Software,Palm Beach Gardens,33403,Florida,South,2012-01-22,4,Training - Development,Training,.Net,Olivia Sullivan,Frank Mitchell,53,1,0.58
7155,51044,2012-01-18,2012-01-01,19,2280,0.01,120,2257.20,Linda Brennan,Electronic Arts Inc.,Technology,Computer Software: Prepackaged Software,Palm Beach Gardens,33403,Florida,South,2012-01-25,7,Development - Business Logic,Development,Compensation,Madison Hill,Frank Mitchell,58,1,0.52
7156,51047,2009-04-10,2009-04-01,28,3500,0.02,125,3430.00,Ellis Sundaresam,"Facebook, Inc.",Technology,"Computer Software: Programming, Data Processing",Elmwood Park,7407,New Jersey,East,2009-04-11,1,Training - SQL,Training,Business Model,Liam Franklin,Allen Young,52,1,0.58
7157,51047,2009-04-10,2009-04-01,38,4750,0.03,125,4607.50,Ellis Sundaresam,"Facebook, Inc.",Technology,"Computer Software: Programming, Data Processing",Ocean City,8226,New Jersey,East,2009-04-11,1,Training - SQL,Training,Java,Jayden Hamilton,Allen Young,71,1,0.43
7158,51072,2009-10-02,2009-10-01,43,8600,0,200,8600.00,Anna Hwang,"Facebook, Inc.",Technology,"Computer Software: Programming, Data Processing",Overland Park,66212,Kansas,Central,2009-10-04,2,Development - Big Data,Development,Python,Alexander Edison,Josh Martinez,70,1,0.65
7159,51073,2010-05-14,2010-05-01,17,2125,0,125,2125.00,Luke Ballentine,Intuit Inc.,Technology,Computer Software: Prepackaged Software,Dubuque,52001,Iowa,Central,2010-05-16,2,Training - SQL,Training,Python,Elizabeth Carter,Josh Martinez,52,1,0.58
7160,51073,2010-05-14,2010-05-01,49,6125,0,125,6125.00,Luke Ballentine,Intuit Inc.,Technology,Computer Software: Prepackaged Software,Dubuque,52001,Iowa,Central,2010-05-15,1,Training - SQL,Training,Javascript,Mia Moore,Josh Martinez,51,1,0.59
7161,51075,2010-11-23,2010-11-01,43,6450,0.06,150,6063.00,Carlos McAfee,"Charter Communications, Inc.",Consumer Services,Television Services,Columbus,47201,Indiana,Central,2010-11-25,2,Consulting - Market Research,Consulting,Java,Madison Hill,Josh Martinez,58,1,0.61
7162,51107,2012-09-25,2012-09-01,36,5760,0,160,5760.00,Luke Lonsdale,"Illumina, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,Bangor,4401,Maine,East,2012-09-26,1,Development - Java,Development,PHP,Madison Hill,Allen Young,58,1,0.64
7163,51109,2012-11-08,2012-11-01,28,3080,0.04,110,2956.80,Theresa Crowe,Western Digital Corporation,Technology,Electronic Components,Port Arthur,77642,Texas,Central,2012-11-10,2,Development - Python,Development,SQL,Isabella Douglas,Josh Martinez,75,1,0.32
7164,51111,2012-02-09,2012-02-01,1,150,0.02,150,147.00,Eric Stewart,Garmin Ltd.,Capital Goods,Industrial Machinery/Components,New Milford,6776,Connecticut,East,2012-02-11,2,Consulting - Market Research,Consulting,Market Research,Emma Watson,Allen Young,67,1,0.55
7165,51140,2012-09-14,2012-09-01,28,4760,0.04,170,4569.60,Sean Andreada,Google Inc.,Technology,"Computer Software: Programming, Data Processing",Springfield,45503,Ohio,East,2012-09-14,0,Development - .Net,Development,Javascript,Noah Smith,Allen Young,59,1,0.65
7166,51140,2012-09-14,2012-09-01,14,2100,0.01,150,2079.00,Sean Andreada,Google Inc.,Technology,"Computer Software: Programming, Data Processing",Springfield,45503,Ohio,East,2012-09-18,4,Consulting - Business Model,Consulting,Strategy,Emily Taylor,Allen Young,62,1,0.59
7167,51140,2012-09-14,2012-09-01,3,375,0.1,125,337.50,Sean Andreada,Google Inc.,Technology,"Computer Software: Programming, Data Processing",Springfield,45503,Ohio,East,2012-09-21,7,Training - SQL,Training,Python,Alexander Edison,Allen Young,70,1,0.44
7168,51169,2010-12-24,2010-12-01,2,250,0.08,125,230.00,Cari Murry,Broadcom Corporation,Technology,Semiconductors,Palatine,60067,Illinois,Central,2010-12-26,2,Training - SQL,Training,Python,Liam Franklin,Josh Martinez,52,1,0.58
7169,51171,2010-06-21,2010-06-01,34,5440,0.01,160,5385.60,Mark Coyne,Mylan Inc.,Health Care,Major Pharmaceuticals,Chula Vista,91911,California,West,2010-06-23,2,Development - Java,Development,Business Logic,Jayden Hamilton,Bob Turner,71,1,0.56
7170,51175,2012-08-14,2012-08-01,28,4760,0.06,170,4474.40,Katherine Reese,"Xilinx, Inc.",Technology,Semiconductors,Chesapeake,23320,Virginia,South,2012-08-14,0,Development - .Net,Development,Tableau,Alexander Edison,Frank Mitchell,70,1,0.59
7171,51175,2012-08-14,2012-08-01,3,450,0.04,150,432.00,Katherine Reese,"Xilinx, Inc.",Technology,Semiconductors,Dale City,22193,Virginia,South,2012-08-15,1,Consulting - Compensation,Consulting,Java,Ethan Bird,Frank Mitchell,60,1,0.60
7172,51200,2011-11-18,2011-11-01,29,4350,0,150,4350.00,Tom Skaria,Avago Technologies Limited,Technology,Semiconductors,Eagle,83616,Idaho,West,2011-11-21,3,Consulting - Business Model,Consulting,SQL,Mia Moore,Bob Turner,51,1,0.66
7173,51201,2011-12-16,2011-12-01,42,6720,0.04,160,6451.20,Jonathan Akin,NVIDIA Corporation,Technology,Semiconductors,Greenville,27834,North Carolina,South,2011-12-16,0,Development - Java,Development,Tableau,Michael Alister,Frank Mitchell,68,1,0.58
7174,51202,2012-04-13,2012-04-01,4,440,0.06,110,413.60,Jim Nazzal,"Intuitive Surgical, Inc.",Health Care,Industrial Specialties,Charlottesville,22901,Virginia,South,2012-04-15,2,Development - Python,Development,Market Research,Ethan Bird,Frank Mitchell,60,1,0.45
7175,51202,2012-04-13,2012-04-01,34,3740,0.1,110,3366.00,Jim Nazzal,"Intuitive Surgical, Inc.",Health Care,Industrial Specialties,Charlottesville,22901,Virginia,South,2012-04-14,1,Development - Python,Development,Java,Ethan Bird,Frank Mitchell,60,1,0.45
7176,51203,2011-12-21,2011-12-01,49,6125,0.08,125,5635.00,Eleni Foulston,"Expeditors International of Washington, Inc.",Transportation,Oil Refining/Marketing,South Hadley,1075,MA,East,2011-12-22,1,Training - Javascript,Training,Business Model,William Bufont,Allen Young,62,1,0.50
7177,51205,2012-12-10,2012-12-01,17,2720,0.04,160,2611.20,Nat Lloyd,"C.H. Robinson Worldwide, Inc.",Transportation,Oil Refining/Marketing,Lakewood,44107,Ohio,East,2012-12-11,1,Development - Java,Development,Scala,Michael Alister,Allen Young,68,1,0.58
7178,51205,2012-12-10,2012-12-01,5,550,0,110,550.00,Nat Lloyd,"C.H. Robinson Worldwide, Inc.",Transportation,Oil Refining/Marketing,Lakewood,44107,Ohio,East,2012-12-11,1,Development - PHP,Development,SQL,Ethan Bird,Allen Young,60,1,0.45
7179,51233,2009-12-09,2009-12-01,3,375,0.05,125,356.25,Eleni Foulston,"Expeditors International of Washington, Inc.",Transportation,Oil Refining/Marketing,South Hadley,1075,MA,East,2009-12-09,0,Training - SQL,Training,Strategy,William Bufont,Allen Young,62,1,0.50
7180,51237,2012-03-10,2012-03-01,26,3900,0.03,150,3783.00,John Conant,Mylan Inc.,Health Care,Major Pharmaceuticals,Kent,44240,Ohio,East,2012-03-12,2,Consulting - Market Research,Consulting,Python,Mia Moore,Allen Young,51,1,0.66
7181,51239,2012-02-23,2012-02-01,48,6000,0.09,125,5460.00,Katharine Allen,"Whole Foods Market, Inc.",Consumer Services,Food Chains,Albuquerque,87105,New Mexico,West,2012-02-25,2,Training - Javascript,Training,Scala,Sophia Dixon,Bob Turner,71,1,0.43
7182,51266,2009-03-25,2009-03-01,11,1650,0.04,150,1584.00,Michael Harton,VimpelCom Ltd.,Public Utilities,Telecommunications Equipment,Summerville,29483,South Carolina,South,2009-03-27,2,Consulting - Strategy,Consulting,Python,Alexander Edison,Frank Mitchell,70,1,0.53
7183,51266,2009-03-25,2009-03-01,30,3300,0.01,110,3267.00,Michael Harton,VimpelCom Ltd.,Public Utilities,Telecommunications Equipment,Summerville,29483,South Carolina,South,2009-03-25,0,Development - Python,Development,Javascript,Ethan Bird,Frank Mitchell,60,1,0.45
7184,51266,2009-03-25,2009-03-01,23,2530,0.03,110,2454.10,Michael Harton,VimpelCom Ltd.,Public Utilities,Telecommunications Equipment,Summerville,29483,South Carolina,South,2009-03-26,1,Development - Python,Development,Business Model,Ava Wilson,Frank Mitchell,67,1,0.39
7185,51266,2009-03-25,2009-03-01,46,5520,0.05,120,5244.00,Michael Harton,VimpelCom Ltd.,Public Utilities,Telecommunications Equipment,Summerville,29483,South Carolina,South,2009-03-27,2,Development - Business Logic,Development,SQL,Alexander Edison,Frank Mitchell,70,1,0.42
7186,51267,2012-05-03,2012-05-01,46,5750,0.08,125,5290.00,Corey Cheatham,Monster Beverage Corporation,Consumer Non-Durables,Beverages (Production/Distribution),Modesto,95351,California,West,2012-05-08,5,Training - Tableau,Training,Javascript,Elizabeth Carter,Bob Turner,52,1,0.58
7187,51269,2012-01-12,2012-01-01,2,320,0,160,320.00,Mitch Smayling,Avago Technologies Limited,Technology,Semiconductors,Roswell,88201,New Mexico,West,2012-01-13,1,Development - Java,Development,Business Model,Emma Watson,Bob Turner,67,1,0.58
7188,51269,2012-01-12,2012-01-01,20,2500,0.08,125,2300.00,Mitch Smayling,Avago Technologies Limited,Technology,Semiconductors,Santa Fe,87505,New Mexico,West,2012-01-13,1,Training - SQL,Training,Scala,Elizabeth Carter,Bob Turner,52,1,0.58
7189,51271,2010-10-25,2010-10-01,31,3875,0.1,125,3487.50,Tim Trevino,Adobe Systems Incorporated,Technology,Computer Software: Prepackaged Software,Twin Falls,83301,Idaho,West,2010-10-27,2,Training - Tableau,Training,Python,Abigail Young,Bob Turner,50,1,0.60
7190,51271,2010-10-25,2010-10-01,16,2400,0.02,150,2352.00,Tim Trevino,Adobe Systems Incorporated,Technology,Computer Software: Prepackaged Software,Twin Falls,83301,Idaho,West,2010-10-27,2,Consulting - Market Research,Consulting,Database,Noah Smith,Bob Turner,59,1,0.61
7191,51297,2012-11-11,2012-11-01,41,6560,0.07,160,6100.80,Tom Skaria,Avago Technologies Limited,Technology,Semiconductors,Eagle,83616,Idaho,West,2012-11-20,9,Development - Java,Development,Big Data,Sophia Dixon,Bob Turner,71,1,0.56
7192,51300,2011-10-15,2011-10-01,43,6450,0.09,150,5869.50,Toby Arntzen,"Autodesk, Inc.",Technology,Computer Software: Prepackaged Software,Franklin,37064,Tennessee,South,2011-10-17,2,Consulting - Business Model,Consulting,Business Model,William Bufont,Frank Mitchell,62,1,0.59
7193,51302,2011-08-24,2011-08-01,44,8800,0.03,200,8536.00,Tracy Hale,Check Point Software Technologies Ltd.,Technology,Computer Software: Prepackaged Software,Kissimmee,34741,Florida,South,2011-08-26,2,Development - Scala,Development,SQL,Jayden Hamilton,Frank Mitchell,71,1,0.65
7194,51328,2010-10-26,2010-10-01,38,4750,0.07,125,4417.50,Sarah Cortes,"Expeditors International of Washington, Inc.",Transportation,Oil Refining/Marketing,Minneapolis,55407,Minnesota,Central,2010-10-31,5,Training - SQL,Training,Business Logic,Michael Alister,Josh Martinez,68,1,0.46
7195,51333,2012-10-04,2012-10-01,30,4500,0.1,150,4050.00,Theone Carroll,Vertex Pharmaceuticals Incorporated,Health Care,Major Pharmaceuticals,Plymouth,55441,Minnesota,Central,2012-10-06,2,Consulting - Strategy,Consulting,Python,Emma Watson,Josh Martinez,67,1,0.55
7196,51333,2012-10-04,2012-10-01,25,2750,0.07,110,2557.50,Theone Carroll,Vertex Pharmaceuticals Incorporated,Health Care,Major Pharmaceuticals,Plymouth,55441,Minnesota,Central,2012-10-06,2,Development - Python,Development,Market Research,Elizabeth Carter,Josh Martinez,52,1,0.53
7197,51360,2011-06-20,2011-06-01,12,2400,0,200,2400.00,Jack Bradley,Comcast Corporation,Consumer Services,Television Services,Gulfport,39503,Mississippi,South,2011-06-22,2,Development - Scala,Development,.Net,Elizabeth Carter,Frank Mitchell,52,1,0.74
7198,51361,2011-03-18,2011-03-01,14,1540,0.02,110,1509.20,Meg Norvell,"TripAdvisor, Inc.",Technology,"Computer Software: Programming, Data Processing",Kirkwood,63122,MO,Central,2011-03-20,2,Development - Python,Development,SQL,Ava Wilson,Josh Martinez,67,1,0.39
7199,51361,2011-03-18,2011-03-01,50,6250,0,125,6250.00,Meg Norvell,"TripAdvisor, Inc.",Technology,"Computer Software: Programming, Data Processing",Kirkwood,63122,MO,Central,2011-03-22,4,Training - Javascript,Training,Python,Jacob Manziel,Josh Martinez,57,1,0.54
7200,51362,2010-02-22,2010-02-01,47,7050,0.02,150,6909.00,Tim Swindell,"Analog Devices, Inc.",Technology,Semiconductors,Beverly Hills,90210,California,West,2010-02-24,2,Consulting - Business Model,Consulting,Database,Jacob Manziel,Bob Turner,57,1,0.62
7201,51365,2012-08-07,2012-08-01,35,4375,0.08,125,4025.00,Theone Carroll,Vertex Pharmaceuticals Incorporated,Health Care,Major Pharmaceuticals,Plymouth,55441,Minnesota,Central,2012-08-09,2,Training - SQL,Training,Python,Alexander Edison,Josh Martinez,70,1,0.44
7202,51365,2012-08-07,2012-08-01,35,4375,0.1,125,3937.50,Theone Carroll,Vertex Pharmaceuticals Incorporated,Health Care,Major Pharmaceuticals,Plymouth,55441,Minnesota,Central,2012-08-08,1,Training - Javascript,Training,Strategy,Daniel Tusk,Josh Martinez,45,1,0.64
